Name,RecipeIngredientParts,Calories,FatContent,CarbohydrateContent,ProteinContent
Enchiladas Pollo Verde,"c(""chicken breasts"", ""onion"", ""peppercorns"", ""garlic"", ""olive oil"", ""corn tortillas"", ""monterey jack cheese"")",376.0,16.4,34.3,24.7
Green Chicken Enchiladas,"c(""serrano chilies"", ""garlic clove"", ""chicken broth"", ""corn tortillas"", ""chicken"", ""onion"", ""sour cream"", ""monterey jack cheese"", ""queso fresco"")",222.4,10.4,28.4,6.1
Pedernales River Chili Con Carne,"c(""beef"", ""onion"", ""garlic cloves"", ""salt"", ""dried oregano"", ""cumin"", ""water"", ""tomatoes"", ""hot red chili peppers"", ""red chilies"")",1603.9,166.1,6.6,20.0
True Texas Chili Con Carne,"c(""beef"", ""onions"", ""garlic cloves"", ""tomatoes"", ""beer"", ""chili powder"", ""jalapeno chiles"", ""cumin"", ""paprika"", ""sugar"", ""cayenne pepper"", ""cheddar cheese"", ""red onion"", ""avocado"")",1731.8,170.1,24.3,23.4
Walter Mcilhenney's Chili Con Carne,"c(""lean beef chuck"", ""onion"", ""garlic cloves"", ""chili powder"", ""cumin"", ""salt"", ""Tabasco sauce"", ""water"", ""green chilies"", ""rice"", ""onion"", ""cheese"", ""sour cream"")",172.4,14.8,10.7,2.2
Chicken Fried Rice,"c(""egg"", ""chicken"", ""onion"", ""water chestnut"", ""bamboo shoot"", ""celery"", ""fresh bean sprout"", ""mushroom"", ""rice"", ""soya sauce"", ""salt"", ""pepper"")",851.0,12.7,164.0,16.4
Vegetable Fried Rice,"c(""light soy sauce"", ""rice wine"", ""dry sherry"", ""salt"", ""garlic"", ""eggs"", ""carrot"", ""red bell pepper"", ""rice"")",970.8,24.0,162.0,19.3
Yang Chow Fried Rice,"c(""green onion"", ""eggs"", ""green peas"", ""shrimp"", ""rice"", ""barbecued pork"", ""ham"", ""light soy sauce"", ""dark soy sauce"")",649.9,10.3,118.3,16.9
Young Jewel Fried Rice (Yeung Chau Chow Faan),"c(""rice"", ""shrimp"", ""chicken"", ""fresh bean sprouts"", ""scallions"", ""lettuce"", ""eggs"", ""pepper"", ""soy sauce"")",647.8,14.3,106.6,20.3
Nectarine and Blueberry Tart,"c(""all-purpose flour"", ""salt"", ""sugar"", ""butter"", ""water"", ""sugar"", ""cornstarch"", ""nectarines"", ""blueberries"")",431.0,15.9,69.5,4.3
Campanile Rustic Fresh Peach Tart,"c(""cake flour"", ""all-purpose flour"", ""salt"", ""sugar"", ""butter"", ""vanilla"")",1886.5,94.5,228.6,25.1
Beef with Green Peppers,"c(""beef"", ""cornstarch"", ""sherry wine"", ""soy sauce"", ""fresh ginger"", ""ground ginger"", ""shortening"", ""bell peppers"", ""salt"", ""soy sauce"", ""sugar"")",765.2,76.4,8.1,8.6
Ground Beef Stuffed Green Bell Peppers,"c(""green bell peppers"", ""water"", ""lean beef"", ""onion"", ""celery"", ""tomato sauce"", ""salt"", ""Worcestershire sauce"", ""water"")",295.3,13.5,20.3,24.7
Marinated Green Peppers,"c(""green peppers"", ""white wine vinegar"", ""water"", ""olive oil"", ""bay leaf"", ""salt"", ""sugar"", ""peppercorns"", ""garlic cloves"")",1123.7,109.3,39.5,6.6
Stuffed Green Bell Peppers II,"c(""green peppers"", ""lean beef"", ""quick-cooking white rice"", ""salt"", ""pepper"", ""dried oregano leaves"", ""garlic powder"", ""milk"", ""tomato juice"", ""egg"", ""tomato sauce with onion"")",316.0,14.6,21.3,26.2
Baked Lemon Haddock,"c(""haddock fillets"", ""butter"", ""margarine"", ""dried parsley flakes"", ""lemon juice"", ""garlic powder"", ""cayenne pepper"")",171.6,12.2,6.0,9.6
Lemon Garlic Roast Chicken,"c(""chicken"", ""lemon"", ""garlic"", ""dried fine herb"", ""lemon juice"")",252.2,17.4,1.4,21.6
Lemon Herb Butter,"c(""butter"", ""fresh lemon juice"", ""fresh parsley"", ""fresh chives"", ""tarragon"", ""heavy cream"")",231.8,25.8,0.8,0.5
Lemon Marinade and Sauce for Poultry,"c(""brown sugar"", ""cornstarch"", ""lemon juice"", ""water"", ""soy sauce"", ""green onion"", ""garlic"", ""margarine"", ""lemon pepper"")",391.4,23.0,43.4,7.1
Lemon Oil Drizzle,"c(""extra virgin olive oil"", ""fresh lemon juice"", ""kosher salt"", ""cracked black pepper"")",110.1,12.4,0.1,0.0
Linzer Bar,"c(""unsifted flour"", ""sugar"", ""brown sugar"", ""baking powder"", ""salt"", ""cinnamon"", ""butter"", ""margarine"", ""dark corn syrup"", ""egg"", ""flour"")",235.4,8.3,38.2,2.7
No-Bake Fudge Nougats,"c(""sugar"", ""butter"", ""evaporated milk"", ""flour"", ""graham cracker crumbs"", ""vanilla"")",4824.9,223.8,695.3,58.4
Biscotti Di Anise,"c(""butter"", ""sugar"", ""eggs"", ""anise seeds"", ""vanilla"", ""flour"", ""baking powder"")",962.5,46.4,120.1,21.6
Boerenkool (Kale with Potatoes and Meat),"c(""kale"", ""potatoes"", ""salt"")",712.2,34.0,84.5,24.9
Dutch Mayonnaise,"c(""white pepper"", ""salt"", ""mustard powder"", ""canola oil"", ""vinegar"")",1627.2,181.1,1.4,4.1
"Erwtensoep (Green Pea, Pigs Feet &amp; Frankfurter Soup)","c(""green peas"", ""water"", ""bacon"", ""leeks"", ""onions"", ""butter"", ""parsley"", ""celery"", ""celery root"", ""celeriac"")",609.0,49.6,22.8,18.2
Slavinken,"c(""salt"", ""mace"", ""pepper"", ""nutmeg"", ""bacon"")",125.4,11.1,2.9,3.3
Dutch Buttercake,"c(""flour"", ""baking powder"", ""sugar"", ""unsalted butter"", ""salt"")",312.7,19.1,32.7,3.2
Gehaktballen: Dutch meatballs,"c(""lean ground beef"", ""egg"", ""onion"", ""salt"", ""curry powder"", ""mace"", ""pepper"", ""butter"", ""water"", ""ketjap manis"")",233.8,15.9,8.5,13.9
Cafe Diablo,"c(""water"", ""dark brown sugar"", ""baking chocolate"", ""whole cloves"", ""cinnamon stick"", ""regular grind coffee"", ""vanilla"", ""brandy"")",992.9,8.7,144.3,2.3
Lemon Pepper Seasoning Mix,"c(""black pepper"", ""dried thyme leaves"")",375.3,6.3,92.7,15.2
Grilled Lemon Chicken,"c(""fresh lemon juice"", ""extra virgin olive oil"", ""lemon pepper seasoning mix"", ""chicken cutlets"")",123.2,13.5,1.3,0.1
Lemon-Barbecued Chicken,"c(""chicken"", ""olive oil"", ""lemon juice"", ""salt"", ""paprika"", ""onion powder"", ""thyme"", ""garlic powder"")",740.4,61.7,2.1,43.0
Lemon-Buttered Salmon,"c(""salmon fillet"", ""butter"", ""margarine"", ""lemon juice"", ""pepper"", ""herb-seasoned salt"", ""paprika"")",197.7,10.8,0.7,23.4
Lemon-Dilly Chicken Saute,"c(""boneless skinless chicken breast halves"", ""lemon pepper"", ""dried dill weed"", ""lemon juice"", ""olive oil"")",245.8,8.9,10.7,29.1
Lemon-Pineapple Baked Chicken,"c(""pineapple chunks in juice"", ""garlic"", ""cornstarch"", ""Worcestershire sauce"", ""Dijon mustard"", ""dried rosemary"", ""salt"", ""lemon"", ""chicken breast halves"")",193.2,6.9,17.7,15.8
Pineapple Crumble Bars,"c(""all-purpose flour"", ""butter"", ""sugar"", ""sugar"", ""cornstarch"", ""crushed pineapple"", ""lemon juice"")",138.3,6.5,19.5,1.2
Blueberry Picnic Bars,"c(""oats"", ""flour"", ""light brown sugar"", ""baking soda"", ""salt"", ""unsalted butter"", ""margarine"", ""blueberries"", ""sugar"", ""cornstarch"", ""fresh lemon juice"")",153.8,5.4,24.1,3.0
Coconut Orange Squares,"c(""butter"", ""margarine"", ""sugar"", ""egg"", ""milk"", ""coconut"", ""flour"", ""baking powder"", ""salt"")",133.4,6.7,17.9,1.4
Peanut Butter Bars,"c(""butter"", ""regular margarine"", ""brown sugar"", ""sugar"", ""egg"", ""vanilla"", ""peanut butter"", ""unbleached flour"", ""baking soda"", ""salt"", ""oats"", ""chocolate chips"", ""confectioners' sugar"", ""peanut butter"", ""butter"", ""margarine"", ""milk"", ""vanilla"")",401.7,21.7,48.1,7.8
Hershey's Chewy Peanut Bars,"c(""all-purpose flour"", ""granulated sugar"", ""light brown sugar"", ""baking powder"", ""salt"", ""butter"", ""margarine"", ""eggs"", ""sweetened condensed milk"", ""coconut flakes"")",230.2,10.4,29.9,5.0
Easy Sweet Potato Pie,"c(""sweet potatoes"", ""egg"", ""salt"", ""nutmeg"", ""ginger"", ""cinnamon"")",2942.6,111.9,429.5,64.0
Hamburger Casserole,"c(""hamburger"", ""bacon"", ""rice"", ""tomatoes"", ""salt"", ""peas"", ""cheese"")",899.9,33.7,100.7,45.4
Hamburger Casserole II,"c(""rice"", ""onion"", ""potatoes"", ""hamburger"", ""tomatoes"")",281.1,8.9,30.6,19.0
Blueberry Buckle Sheetcake,"c(""sugar"", ""shortening"", ""eggs"", ""milk"", ""flour"", ""baking powder"", ""salt"", ""nutmeg"", ""clove"", ""blueberries"", ""sugar"", ""flour"", ""cinnamon"", ""butter"")",402.7,13.9,65.6,5.4
Mc Donald's Pancakes,"c(""egg"", ""sugar"", ""biscuit mix"")",225.6,9.6,30.2,4.3
Crab Corn Pudding,"c(""milk"", ""yellow cornmeal"", ""sugar"", ""salt"", ""cayenne pepper"", ""eggs"", ""unsalted butter"", ""baking powder"", ""fresh corn kernels"")",244.6,13.4,18.9,13.3
Easy Asian Chicken Soup,"c(""lime"", ""chicken broth"", ""unsweetened coconut milk"", ""ginger"", ""fish sauce"", ""Chinese chili sauce"", ""boneless skinless chicken breast"", ""green onions"", ""basil"", ""mint"")",267.2,23.1,6.5,12.2
Crunchy Cookie Cupcakes,"c(""eggs"", ""butter"", ""icing sugar"", ""milk"")",188.1,9.1,25.6,2.4
Gorditas,"c(""beef"", ""onion"", ""salt"", ""pepper"", ""chili powder"", ""masa harina"", ""baking powder"", ""salt"", ""water"", ""bacon"", ""lettuce"", ""tomatoes"", ""cheese"")",1018.6,85.8,46.2,16.4
Japanese Cabbage Salad with Chicken,"c(""sesame seeds"", ""head of cabbage"", ""green onions with tops"", ""chicken breast"", ""vinegar"", ""sugar"", ""salt"", ""pepper"")",499.0,38.0,28.9,12.9
Japanese Cabbage Salad,"c(""chicken breast"", ""sesame seeds"", ""head of cabbage"", ""green onions"", ""sugar"", ""salt"", ""Accent seasoning"", ""black pepper"", ""rice vinegar"")",1526.7,111.5,89.5,56.0
Diabetic Carrot-Raisin Salad,"c(""carrots"", ""unsweetened pineapple"", ""raisins"", ""plain low-fat yogurt"")",78.1,0.7,17.1,2.5
Shepherd's Pie,"c(""onion"", ""carrot"", ""lean beef"", ""mixed herbs"", ""cornflour"", ""potatoes"", ""butter"")",2391.1,133.4,196.4,110.8
Meatballs in BBQ Sauce,"c(""quick-cooking oatmeal"", ""evaporated milk"", ""onion"", ""salt"", ""eggs"", ""pepper"", ""chili powder"", ""garlic powder"", ""catsup"", ""brown sugar"", ""liquid smoke"", ""garlic powder"", ""onion"")",6615.4,282.8,727.8,308.2
Pecan Blondies With Browned Butter Frosting,"c(""sugar"", ""brown sugar"", ""butter"", ""vanilla"", ""eggs"", ""flour"", ""baking powder"", ""salt"", ""pecans"", ""butter"", ""powdered sugar"", ""vanilla"", ""milk"", ""pecan halves"")",122.0,4.7,19.5,1.1
Pecan Supremes,"c(""flour"", ""baking soda"", ""salt"", ""quick-cooking oats"", ""dark brown sugar"", ""sugar"", ""butter"", ""eggs"", ""vanilla extract"", ""pecans"")",158.4,9.1,18.5,1.9
Pumpkin Butter,"c(""pumpkin"", ""sugar"", ""honey"", ""cinnamon"", ""allspice"", ""salt"")",437.0,0.1,113.7,0.5
Carrot Marmalade,"c(""carrots"", ""orange"", ""lemon"", ""water"", ""sugar"")",3279.3,0.9,845.2,4.2
Acorn Magic Delights,"c(""butter"", ""margarine"", ""brown sugar"", ""pecans"", ""all-purpose flour"", ""baking powder"", ""vanilla extract"")",148.4,9.9,14.8,1.6
Butter Pecan Cookies II,"c(""butter"", ""margarine"", ""brown sugar"", ""egg"", ""all-purpose flour"", ""salt"", ""pecan halves"")",87.3,6.2,7.4,1.0
Coconut Bread,"c(""all-purpose flour"", ""baking powder"", ""baking soda"", ""salt"", ""sugar"", ""eggs"", ""vanilla"", ""buttermilk"", ""coconut"", ""walnuts"")",214.6,12.6,23.4,3.1
Coconut Bread II,"c(""flour"", ""baking powder"", ""baking soda"", ""salt"", ""sugar"", ""eggs"", ""buttermilk"", ""coconut"", ""walnuts"")",274.3,15.6,30.8,4.0
Peppered Cheddar Muffine,"c(""all-purpose flour"", ""sugar"", ""baking powder"", ""salt"", ""pepper"", ""sharp cheddar cheese"", ""milk"", ""egg"")",2009.3,87.5,229.1,74.4
Lemon Crumb Bars,"c(""butter"", ""margarine"", ""egg"", ""sweetened condensed milk"", ""lemon juice"")",217.1,9.1,30.9,3.5
Baked Cucumbers,"c(""cucumbers"", ""butter"", ""fresh pepper"", ""salt"")",98.0,6.2,11.3,2.1
Date Loaf Candies,"c(""sugar"", ""dates"", ""walnuts"", ""milk"", ""butter"", ""vanilla"")",66.0,1.8,12.7,0.5
Steak and Kidney Pie,"c(""onions"", ""flour"", ""salt"", ""black pepper"", ""Worcestershire sauce"", ""bay leaf"", ""milk"")",1026.6,75.4,33.0,51.6
Rosy Applesauce,"c(""apples"", ""sugar"", ""vanilla extract"", ""cinnamon"", ""cinnamon stick"")",228.8,0.6,59.8,0.9
Hainanese Chicken Rice,"c(""chicken"", ""water"", ""ginger"", ""salt"", ""garlic cloves"", ""celery"", ""salt"", ""red chilies"", ""garlic cloves"", ""ginger"", ""sugar"", ""vinegar"", ""fish sauce"", ""salt"")",333.2,24.2,5.7,22.2
Almond Chicken,"c(""chicken breasts"", ""cornstarch"", ""salt"", ""light soy sauce"", ""cornstarch"", ""Chinese wine"", ""sherry wine"", ""water"")",266.2,14.4,7.5,25.8
Chao Ga (Arroz Caldo),"c(""chicken"", ""garlic"", ""onion"", ""ginger"", ""rice"", ""water"", ""fish sauce"", ""green onions"")",1019.7,41.8,103.7,52.0
Chicken with Mushrooms,"c(""chicken breasts"", ""olive oil"", ""onion"", ""garlic"", ""button mushrooms"", ""sherry wine"", ""lemon juice"")",435.2,27.6,7.1,32.8
Chicken Fritada,"c(""chicken"", ""garlic"", ""onion"", ""tomatoes"", ""salt"", ""pepper"", ""water"", ""new potato"", ""green pepper"")",615.0,39.0,19.6,44.8
Chicken in Tomato Gravy,"c(""chicken"", ""tomato sauce"", ""red Italian tomatoes"", ""green chilies"", ""salt"", ""sugar"", ""lime juice"", ""onion"", ""red chilies"", ""pepper"")",217.2,16.1,6.9,11.9
Chicken Chasseur,"c(""olive oil"", ""chicken thighs"", ""leek"", ""onion"", ""dry white wine"", ""whole tomatoes"", ""garlic cloves"", ""mushrooms"", ""fresh thyme"", ""fresh rosemary"", ""flour"", ""salt"", ""black pepper"")",557.2,32.7,18.5,37.3
Buttermilk Cornbread,"c(""yellow cornmeal"", ""all-purpose flour"", ""baking powder"", ""baking soda"", ""salt"", ""buttermilk"", ""egg"")",110.3,4.8,14.2,3.1
Braised Duck with Onion,"c(""duck"", ""salt"", ""black soy sauce"", ""brandy"", ""garlic"", ""onions"", ""water"", ""cornstarch"")",5782.8,553.5,30.8,150.4
Caramel Topped Pecan Cheesecake,"c(""graham cracker crumbs"", ""butter"", ""sugar"", ""cream cheese"", ""brown sugar"", ""eggs"", ""vanilla extract"", ""flour"", ""pecans"", ""brown sugar"", ""heavy cream"", ""butter"")",6268.6,430.8,554.4,80.5
Kung Pao Chicken,"c(""skinless chicken breasts"", ""sherry wine"", ""cornstarch"", ""water"", ""soy sauce"", ""cornstarch"", ""sugar"", ""gingerroot"", ""garlic"", ""green onion"", ""peanuts"", ""rice"")",648.6,15.3,90.5,32.6
Zucchini Quiche,"c(""zucchini"", ""onion"", ""sharp cheddar cheese"", ""swiss cheese"", ""eggs"", ""half-and-half"", ""flour"", ""salt"", ""black pepper"")",247.4,17.8,6.6,15.8
Bacon Biscuits,"c(""bacon"", ""butter"", ""cheddar cheese"", ""flour"", ""salt"", ""cheese"")",1384.5,104.0,70.2,42.1
Egg Kichelach,"c(""eggs"", ""vanilla"", ""sugar"", ""flour"")",71.5,5.2,4.7,1.3
Sugar Kichelach,"c(""eggs"", ""salt"", ""flour"")",956.2,38.7,120.0,28.7
Egg Kichelach,"c(""eggs"", ""sugar"", ""flour"", ""salt"")",57.9,4.2,4.1,1.1
Poppy Seed Kichelach,"c(""eggs"", ""sugar"", ""flour"", ""salt"", ""poppy seeds"")",53.2,3.9,3.6,1.1
Chinese Kung Pao Chicken,"c(""boneless skinless chicken breast"", ""cornstarch"", ""white pepper"", ""soy sauce"", ""green pepper"", ""onion"", ""celery"", ""sliced water chestnuts"", ""soy sauce"", ""dry sherry"", ""sugar"", ""hoisin sauce"", ""oyster sauce"", ""roasted unsalted peanuts"")",537.1,23.0,38.9,44.2
Caprese,"c(""tomatoes"", ""mozzarella cheese"", ""basil"", ""salt"", ""pepper"", ""olive oil"", ""vinegar"", ""red wine"")",0.0,0.0,0.0,0.0
Mushroom Alfredo,"c(""milk"", ""parmesan cheese"", ""garlic"", ""parsley"", ""linguine"", ""fettuccine"")",117.9,7.5,8.3,4.9
Pork Frittata with Spicy Apples,"c(""potato"", ""onion"", ""dried sage"", ""chives"", ""egg"", ""apples"", ""butter"", ""water"", ""ground ginger"", ""mixed spice"", ""fruit chutney"")",558.0,34.4,38.1,25.4
Greek Chicken and Rice,"c(""chicken parts"", ""butter"", ""oregano"", ""lemon juice"", ""onion"", ""tomatoes"", ""long-grain white rice"")",1068.7,46.3,89.4,68.7
Chicken Teriyaki with Cashew Pineapple Rice,"c(""brown sugar"", ""vinegar"", ""garlic powder"", ""Worcestershire sauce"", ""boneless chicken breast"", ""cooked rice"", ""crushed pineapple"", ""cashew pieces"")",659.9,30.8,64.0,32.4
Bo-Peeps,"c(""sugar"", ""butter"", ""cornflour"", ""flour"", ""egg"", ""baking powder"")",107.4,5.1,14.4,1.3
English Muffin Bread,"c(""flour"", ""sugar"", ""baking soda"", ""milk"", ""water"", ""salt"", ""cornmeal"")",261.4,2.2,51.1,8.3
Indian Onion Relish,"c(""onion"", ""salt"", ""lemon juice"", ""paprika"", ""cayenne pepper"")",53.5,0.2,13.3,1.2
WW2 War Cake,"c(""brown sugar"", ""water"", ""raisins"", ""margarine"", ""cinnamon"", ""clove"", ""flour"", ""salt"", ""baking powder"", ""baking soda"", ""walnuts"")",172.4,4.5,32.3,2.2
Lazy Man's Cabbage Rolls,"c(""hamburger"", ""head of cabbage"", ""Minute Rice"", ""mushroom"", ""mozzarella cheese"")",516.6,18.4,55.9,32.7
Apple-Cheese Casserole,"c(""butter"", ""granulated sugar"", ""Velveeta cheese"", ""sharp cheddar cheese"", ""all-purpose flour"", ""apples"")",817.9,36.1,117.5,12.6
Seven Layer Salad,"c(""head lettuce"", ""frozen English peas"", ""green onions"", ""hard-boiled eggs"", ""bacon"", ""mayonnaise"", ""swiss cheese"")",264.5,20.0,10.4,11.0
Blond Brownies in a Jar,"c(""coconut"", ""pecans"", ""brown sugar"", ""all-purpose flour"", ""baking powder"", ""salt"")",1712.5,44.4,322.7,18.1
Chocolate Brownies in a Jar,"c(""white sugar"", ""pecans"", ""all-purpose flour"", ""baking powder"", ""salt"", ""butter"", ""margarine"", ""eggs"")",180.7,8.6,25.4,2.5
Cinnamon Roll Fillings,"c(""sugar"", ""cinnamon"", ""raisins"", ""walnuts"", ""sugar"", ""craisins"", ""brown sugar"")",1733.6,75.1,264.1,29.9
Fried Cornbread II,"c(""egg"", ""buttermilk"")",72.4,1.4,12.2,3.1
Brownies in a Jar,"c(""white sugar"", ""pecans"", ""all-purpose flour"", ""baking powder"", ""salt"", ""butter"", ""eggs"")",183.8,8.5,25.5,2.4
Civil War Pound Cake,"c(""butter"", ""sugar"", ""eggs"", ""flour"", ""salt"", ""lemon, rind of"", ""nutmeg"", ""brandy"")",627.8,34.4,65.4,8.8
Autumn Moon Cafe's Apple Crisp,"c(""flour"", ""oats"", ""sugar"", ""allspice"", ""cinnamon"", ""nutmeg"", ""butter"")",821.1,33.3,124.5,9.6
Fantastic Focaccia Bread,"c(""garlic cloves"", ""mozzarella cheese"", ""romano cheese"", ""oregano"", ""plum tomatoes"")",925.0,65.7,14.2,69.3
Shrimp Newburg,"c(""shrimp"", ""butter"", ""flour"", ""paprika"", ""salt"", ""white pepper"", ""milk"", ""sherry wine"")",398.8,32.8,12.7,9.4
Cheese Apples,"c(""flour"", ""sugar"", ""butter"", ""Velveeta cheese"", ""apple"")",1021.4,46.6,147.7,6.9
Chicken Mole,"c(""boneless skinless chicken breasts"", ""olive oil"", ""green onions"", ""garlic"", ""cocoa powder"", ""chili powder"", ""cumin"", ""tomato puree"", ""raisins"", ""water"", ""fresh coriander"")",196.5,4.6,12.5,26.9
Feaver's Pumpkin Fudge,"c(""milk"", ""sugar"", ""light corn syrup"", ""pumpkin"", ""salt"", ""cinnamon"", ""allspice"", ""margarine"", ""vanilla"")",3103.5,54.6,668.5,9.2
Sylvia's Famous Spareribs,"c(""salt"", ""black pepper"", ""red pepper flakes"", ""white wine vinegar"", ""crushed red pepper flakes"", ""onion"", ""celery"", ""tomato puree"", ""water"", ""sugar"", ""lemon"")",982.3,60.6,48.9,59.7
Quick 'n' Tasty Alfredo Sauce,"c(""sour cream"", ""parmesan cheese"", ""butter"", ""cracked pepper"", ""crushed red pepper flakes"")",1044.7,90.3,14.3,46.1
Seafoam Cake,"c(""all-purpose flour"", ""granulated sugar"", ""baking powder"", ""real vanilla"")",225.3,0.2,49.9,6.1
Homemade Cottage Cheese,"c(""water"", ""butter"", ""salt"")",0.0,0.0,0.0,0.0
Grandma Hornsby's Homemade Noodles,"c(""salt"", ""all-purpose flour"", ""egg"")",528.5,6.2,95.8,19.2
Gingerbread Man Cookies,"c(""flour"", ""ginger"", ""baking powder"", ""clove"", ""cinnamon"", ""nutmeg"", ""margarine"", ""molasses"", ""sugar"", ""brown sugar"", ""water"")",1919.0,49.1,335.5,33.1
Bruschetta,"c(""tomatoes"", ""olive oil"", ""oregano"", ""salt"")",0.0,0.0,0.0,0.0
Cheese and Onion Pie,"c(""onion"", ""sharp cheddar cheese"")",3912.2,290.3,177.4,147.5
Good Season's Italian Dressing,"c(""onion powder"", ""sugar"", ""oregano"", ""pepper"", ""basil"", ""parsley"", ""salt"", ""cider vinegar"", ""water"")",1414.8,145.7,28.8,2.9
Peanut Patties,"c(""sugar"", ""milk"", ""white corn syrup"", ""raw peanuts"")",200.3,7.9,31.1,4.3
Bobbing Apple Punch,"c(""apple cider"", ""sugar"", ""ginger ale"", ""red apples"", ""orange"")",140.2,0.3,35.6,0.8
Lemon Squares,"c(""butter"", ""powdered sugar"", ""flour"", ""salt"", ""eggs"", ""lemon juice"", ""sugar"", ""fresh lemon rind"", ""flour"")",240.3,10.3,34.8,2.9
Cabbage Roll Taste Alike,"c(""beef"", ""turkey"", ""onion"", ""celery"", ""green pepper"", ""rolled oats"", ""parsley flakes"", ""salt"", ""garlic powder"", ""brown sugar"", ""head of cabbage"", ""tomato sauce"", ""cider vinegar"", ""pepper"")",866.9,81.0,23.0,12.9
Buttermilk Dressing,"c(""extra virgin olive oil"", ""lemon juice"", ""buttermilk"", ""parsley"")",531.2,55.0,8.9,3.8
Feta Dressing,"c(""feta cheese"", ""red wine vinegar"", ""fresh oregano"", ""kosher salt"", ""black pepper"", ""extra virgin olive oil"")",827.5,79.8,7.7,17.5
Dirk's Hot Sauce,"c(""roma tomatoes"", ""habaneros"", ""onion"", ""garlic"", ""cilantro"", ""stewed tomatoes"")",294.4,1.9,68.6,11.0
Pumpkin Fudge,"c(""granulated sugar"", ""cornstarch"", ""evaporated milk"", ""pumpkin"", ""pumpkin pie spice"", ""vanilla extract"")",86.5,0.5,20.7,0.4
Baked Barbecue Sauce Chicken,"c(""chicken pieces"", ""margarine"", ""brown sugar"", ""lemon juice"", ""onion"", ""vinegar"", ""tomato sauce"", ""ketchup"", ""Worcestershire sauce"", ""prepared mustard"", ""water"")",317.8,19.3,13.3,21.9
Creamy Turkey Pie,"c(""turkey"", ""sausage"", ""onion"", ""pepper"", ""salt"", ""cream cheese"", ""mushrooms"", ""egg"", ""cottage cheese"", ""flour"", ""tomatoes"")",349.6,15.8,25.1,25.8
Caribbean Chicken,"c(""fresh lime juice"", ""soy sauce"", ""fresh ginger"", ""garlic cloves"", ""dried thyme"", ""black pepper"", ""allspice"", ""salt"", ""chicken fillets"")",178.0,5.0,2.2,29.6
Baked Acorn Squash With Spicy Maple Syrup,"c(""acorn squash"", ""unsalted butter"", ""pure maple syrup"", ""cinnamon"", ""nutmeg"")",143.6,4.0,28.4,1.2
Sweet Potato Pie II,"c(""sugar"", ""eggs"", ""sweet potatoes"", ""vanilla flavoring"", ""butter"", ""evaporated milk"")",258.0,13.5,31.3,3.6
Ramen Foo Yung,"c(""eggs"", ""butter"", ""margarine"")",615.6,34.3,54.7,21.6
Red Capsicum Toasts,"c(""red capsicums"", ""olive oil"", ""brown sugar"", ""dry white wine"", ""basil"", ""lime"")",436.6,14.6,59.4,3.9
Rhubarb Crunch,"c(""flour"", ""rolled oats"", ""brown sugar"", ""margarine"", ""cinnamon"", ""rhubarb"", ""sugar"", ""cornstarch"", ""water"", ""vanilla"")",322.4,10.8,54.7,3.0
Orange Bread,"c(""oranges"", ""cold water"", ""sugar"", ""egg"", ""milk"", ""salt"", ""baking powder"", ""flour"", ""sugar"")",379.9,8.7,70.2,7.5
Orange Butterscotch Walnut Clusters,"c(""butterscotch pudding"", ""sugar"", ""evaporated milk"", ""butter"", ""walnut pieces"")",2193.4,135.5,236.9,35.4
Fried Rice Casserole,"c(""rice"", ""soy sauce"", ""water"")",338.8,9.5,56.1,6.0
Pierogi Dough,"c(""all-purpose flour"", ""eggs"", ""salt"", ""baking powder"", ""water"")",2858.5,61.8,479.2,83.4
Butter Tart Slice,"c(""flour"", ""margarine"", ""brown sugar"")",1702.5,92.6,198.1,20.4
Butter Tarts,"c(""brown sugar"", ""butter"", ""corn syrup"", ""salt"", ""vinegar"", ""eggs"", ""vanilla"")",88.1,3.5,13.9,0.8
Butter Tarts II,"c(""dates"", ""raisins"", ""currants"", ""walnuts"", ""brown sugar"", ""white sugar"", ""cinnamon"", ""allspice"", ""vanilla"", ""nutmeg"", ""salt"", ""butter"", ""eggs"")",583.7,28.4,83.4,4.8
Velveeta Cheese Fudge,"c(""Velveeta cheese"", ""margarine"", ""powdered sugar"", ""vanilla"")",3007.0,117.5,477.1,23.3
Pizzelle Waffle Cones,"c(""eggs"", ""granulated sugar"", ""butter"", ""vanilla"", ""flour"", ""baking powder"")",116.0,5.4,14.9,2.0
Dot's Creamy Fudge,"c(""margarine"", ""Velveeta cheese"", ""vanilla"", ""powdered sugar"")",2570.2,108.5,388.5,23.4
Mrs. Field's Lemon Macadamia Cookies,"c(""flour"", ""baking soda"", ""salt"", ""light brown sugar"", ""sugar"", ""butter"", ""cream cheese"", ""egg"")",135.1,8.1,14.9,1.6
Hush Puppies,"c(""flour"", ""cornmeal"", ""baking powder"", ""salt"", ""garlic powder"", ""egg"", ""buttermilk"", ""onion"")",44.2,0.5,8.6,1.4
Southern Spoon Bread,"c(""yellow cornmeal"", ""white cornmeal"", ""sugar"", ""baking powder"", ""salt"", ""milk"", ""butter"", ""margarine"", ""eggs"")",212.5,12.3,20.4,6.2
